Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/01  01:00:00,9982433.166200241,9982433.16620024,6911027.238320865 
 01/01  02:00:00,10722239.498397999,10722239.498397999,7665234.268376296 
 01/01  03:00:00,9809588.771354817,9809588.771354817,8649059.542947996 
 01/01  04:00:00,10642421.608247653,10642421.608247653,8734451.604957849 
 01/01  05:00:00,9898272.407933796,9898272.407933796,8572204.753608285 
 01/01  06:00:00,12167075.938287111,12167075.938287113,9209506.263731731 
 01/01  07:00:00,16708541.8805537,16708541.8805537,10016559.950326186 
 01/01  08:00:00,12724560.461084351,12724560.461084351,10019321.263800684 
 01/01  09:00:00,10868912.226373183,10868912.22637318,6843741.009298404 
 01/01  10:00:00,9604349.075578654,9604349.075578652,2484182.230963955 
 01/01  11:00:00,9015926.534094915,9015926.534094915,0.0 
 01/01  12:00:00,8136314.121021952,8136314.121021952,0.0 
 01/01  13:00:00,8486029.866819067,8486029.866819067,0.0 
 01/01  14:00:00,7418712.937033791,7418712.937033793,0.0 
 01/01  15:00:00,7358114.093841275,7358114.093841275,0.0 
