,trend,trend_squared,trend_cubed,trend**4,trend**5,"cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)",lag_1,lag_3,lag_4,lag_6,lag_9,lag_10,lag_15,lag_16,lag_17,lag_18,lag_19,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,weather_weather_code (wmo code),weather_temperature_2m_max (°C),weather_apparent_temperature_max (°C),weather_apparent_temperature_min (°C),weather_wind_speed_10m_max (km/h),weather_wind_gusts_10m_max (km/h),weather_wind_direction_10m_dominant (°),weather_shortwave_radiation_sum (MJ/m²),weather_et0_fao_evapotranspiration (mm),weather_sunrise (iso8601),weather_sunset (iso8601),weather_daylight_duration (s),weather_sunshine_duration (s),weather_uv_index_max (),weather_uv_index_clear_sky_max (),weather_rain_sum (mm),weather_showers_sum (mm),weather_snowfall_sum (cm),weather_precipitation_sum (mm),weather_precipitation_hours (h),weather_temperature_2m_min (°C),is_weekend,is_holiday
2024-06-10,892.0,795664.0,709732288.0,633081200896.0,564708431199232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.389102515,98.762102725,98.774102725,372.365102745,1799.38160285,78.399102725,702.203102775,738.13660277,78.610102725,80.55710272500001,83.891102725,762.7171026792857,774.3712455799999,616.2144527395,795.6039304170604,98.762102725,1957.289102585,61,13.4,9.5,5.2,33.7,67.7,247,8.34,1.57,0.0,0.0,58978.51,6867.88,3.95,6.65,6.7,0.0,0.0,6.7,8.0,8.9,0,0
2024-06-11,893.0,797449.0,712121957.0,635924907601.0,567880942487693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2787.16360197,1015.495102785,98.762102725,111.94510267500002,780.6591027750001,1799.38160285,1144.55160279,702.203102775,738.13660277,78.610102725,80.55710272500001,881.2706025914285,891.7006740928573,689.1109693796667,1030.4457388037006,98.762102725,2787.16360197,51,14.4,12.4,4.2,15.3,33.1,281,24.4,3.44,0.0,0.0,59035.43,53733.66,6.6,6.7,1.6,0.0,0.0,1.6,10.0,6.8,0,0
2024-06-12,894.0,799236.0,714516984.0,638778183696.0,571067696224224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2424.044102095,1684.389102515,1015.495102785,98.774102725,1957.289102585,780.6591027750001,1532.441102775,1144.55160279,702.203102775,738.13660277,78.610102725,1174.3676024985714,955.3866026157144,767.9152693586667,1146.7878928574698,98.762102725,2787.16360197,51,14.2,12.6,3.9,15.1,31.7,303,22.7,3.13,0.0,0.0,59086.98,51813.48,5.65,6.7,0.7,0.0,0.0,0.7,7.0,6.1,0,0
2024-06-13,895.0,801025.0,716917375.0,641641050625.0,574268740309375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.288102675,2787.16360197,1684.389102515,98.762102725,372.365102745,1957.289102585,71.039102725,1532.441102775,1144.55160279,702.203102775,738.13660277,1175.4166024985716,958.832959755,771.8009860238333,1145.6568936085275,98.762102725,2787.16360197,51,17.7,15.1,3.9,18.7,37.4,196,21.98,3.75,0.0,0.0,59133.11,37719.2,5.8,6.85,0.1,0.0,0.0,0.1,1.0,6.2,0,0
2024-06-14,896.0,802816.0,719323136.0,644513529856.0,577484122750976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.085102725,2424.044102095,2787.16360197,1015.495102785,111.94510267500002,372.365102745,95.706102725,71.039102725,1532.441102775,1144.55160279,702.203102775,1169.7467453557142,956.2171740407144,770.0671026903333,1151.9541528307689,59.085102725,2787.16360197,51,18.5,17.0,9.7,28.4,55.8,198,15.72,3.15,0.0,0.0,59173.7,31902.54,5.25,6.75,1.7,0.0,0.0,1.7,11.0,12.4,0,0
2024-06-15,897.0,804609.0,721734273.0,647395642881.0,580713891664257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92860272,119.288102675,2424.044102095,1684.389102515,98.774102725,111.94510267500002,78.399102725,95.706102725,71.039102725,1532.441102775,1144.55160279,1156.1991024978572,950.8978526117857,768.0796526901667,1167.1067708870974,3.92860272,2787.16360197,61,16.9,12.2,6.5,33.1,62.6,218,19.38,3.41,0.0,0.0,59208.66,29898.2,6.55,6.85,3.3,0.0,0.0,3.3,10.0,11.4,1,0
2024-06-16,898.0,806404.0,724150792.0,650287411216.0,583958095271968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.299602775,59.085102725,119.288102675,2787.16360197,98.762102725,98.774102725,1799.38160285,78.399102725,95.706102725,71.039102725,1532.441102775,1275.4568882107144,954.5348526064284,826.8922360251668,1192.7035284512876,3.92860272,2787.16360197,61,17.0,13.9,8.7,29.6,59.8,204,11.43,2.03,0.0,0.0,59237.92,22184.45,2.1,6.7,6.0,0.0,0.0,6.0,12.0,11.6,1,0
2024-06-17,899.0,808201.0,726572699.0,653188856401.0,587216781904499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.603102815,3.92860272,59.085102725,2424.044102095,1015.495102785,98.762102725,780.6591027750001,1799.38160285,78.399102725,95.706102725,71.039102725,1203.2017453964288,982.9594240378573,863.3798360281667,1179.0433764206743,3.92860272,2787.16360197,61,19.8,19.5,10.9,17.3,38.5,223,19.99,3.26,0.0,0.0,59261.39,37372.68,6.05,6.85,3.0,0.0,0.0,3.0,9.0,12.2,0,0
2024-06-18,900.0,810000.0,729000000.0,656100000000.0,590490000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.80660274,1850.299602775,3.92860272,119.288102675,1684.389102515,1015.495102785,1957.289102585,780.6591027750001,1799.38160285,78.399102725,95.706102725,839.0078883635715,860.1392454775001,809.4640360245,986.1923545274245,3.92860272,2424.044102095,65,21.1,22.7,12.5,12.5,26.6,119,10.44,1.97,0.0,0.0,59279.03,9188.12,3.55,6.9,20.5,0.0,0.0,20.5,14.0,13.3,0,0
2024-06-19,901.0,811801.0,731432701.0,659020863601.0,593777798104501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74060272,1178.603102815,1850.299602775,59.085102725,2787.16360197,1684.389102515,372.365102745,1957.289102585,780.6591027750001,1799.38160285,78.399102725,493.10738845285726,833.7374954757144,751.7905026875,728.5745493883068,2.74060272,1850.299602775,63,19.0,17.6,12.6,16.2,32.8,29,17.56,2.9,0.0,0.0,59290.73,34338.64,5.15,6.85,5.9,0.0,0.0,5.9,12.0,13.4,0,0
2024-06-20,902.0,813604.0,733870808.0,661951468816.0,597080224872032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.207102725,237.80660274,1178.603102815,3.92860272,2424.044102095,2787.16360197,111.94510267500002,372.365102745,1957.289102585,780.6591027750001,1799.38160285,484.81010274571435,830.1133526221429,738.6649360198334,733.852883512747,2.74060272,1850.299602775,61,20.2,21.0,10.8,14.8,32.0,44,12.92,2.31,0.0,0.0,59296.44,21667.55,4.05,6.95,4.4,0.0,0.0,4.4,8.0,11.5,0,0
2024-06-21,903.0,815409.0,736314327.0,664891837281.0,600397329064743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98860272,2.74060272,237.80660274,1850.299602775,119.288102675,2424.044102095,98.774102725,111.94510267500002,372.365102745,1957.289102585,780.6591027750001,476.93917417357153,823.3429597646428,708.4250193506666,739.4541011751016,2.74060272,1850.299602775,63,20.1,21.5,12.2,23.8,47.2,270,12.45,2.14,0.0,0.0,59296.11,15498.68,4.7,6.8,8.5,0.0,0.0,8.5,15.0,13.7,0,0
2024-06-22,904.0,817216.0,738763264.0,667841990656.0,603729159553024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.698102725,61.207102725,2.74060272,1178.603102815,59.085102725,119.288102675,98.762102725,98.774102725,111.94510267500002,372.365102745,1957.289102585,485.7633884600001,820.9812454789286,707.8185860173332,733.2109015945994,2.74060272,1850.299602775,53,17.9,16.9,11.4,15.9,29.9,233,12.78,2.23,0.0,0.0,59289.64,13324.56,6.05,6.9,2.9,0.0,0.0,2.9,7.0,12.5,1,0
2024-06-23,905.0,819025.0,741217625.0,670801950625.0,607075765315625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.638102765,3.98860272,61.207102725,237.80660274,3.92860272,59.085102725,1015.495102785,98.762102725,98.774102725,111.94510267500002,372.365102745,303.8117456014287,789.6343169060714,724.354619352,435.91736381515676,2.74060272,1178.603102815,3,22.0,23.1,11.0,11.4,24.5,298,22.27,3.82,0.0,0.0,59277.11,53695.21,6.2,7.1,0.0,0.0,0.0,0.0,0.0,11.7,1,0
2024-06-24,906.0,820836.0,743677416.0,673771738896.0,610437195439776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18060272,65.698102725,3.98860272,2.74060272,1850.299602775,3.92860272,1684.389102515,1015.495102785,98.762102725,98.774102725,111.94510267500002,136.03710273071437,669.6194240635715,721.8736360185001,211.196699804316,2.74060272,576.638102765,3,24.0,24.3,12.2,13.0,25.6,44,23.94,4.47,0.0,0.0,59258.61,53675.64,6.35,7.15,0.0,0.0,0.0,0.0,0.0,12.7,0,0
2024-06-25,907.0,822649.0,746142643.0,676751377201.0,613813499121307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88060272,576.638102765,65.698102725,61.207102725,1178.603102815,1850.299602775,2787.16360197,1684.389102515,1015.495102785,98.762102725,98.774102725,102.61910272785721,470.8134955457143,697.3984360168334,210.9167475344265,2.74060272,576.638102765,3,26.6,27.9,13.6,15.8,31.7,56,28.09,5.32,0.0,0.0,59234.2,53784.51,7.15,7.15,0.0,0.0,0.0,0.0,0.0,13.6,0,0
2024-06-26,908.0,824464.0,748613312.0,679740887296.0,617204725664768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88060272,4.18060272,576.638102765,3.98860272,237.80660274,1178.603102815,2424.044102095,2787.16360197,1684.389102515,1015.495102785,98.762102725,102.78195987071436,297.9446741617857,674.1210193483333,210.82719515669908,3.88060272,576.638102765,3,29.2,30.5,15.3,10.5,23.4,239,28.51,5.21,0.0,0.0,59203.99,53612.33,7.1,7.1,0.0,0.0,0.0,0.0,0.0,16.9,0,0
2024-06-27,909.0,826281.0,751089429.0,682740290961.0,620610924483549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72860272,3.88060272,4.18060272,65.698102725,2.74060272,237.80660274,119.288102675,2424.044102095,2787.16360197,1684.389102515,1015.495102785,94.42788844142864,289.6189955935714,636.0602526793334,213.88560387512703,2.72860272,576.638102765,51,29.3,28.9,17.1,17.4,33.5,241,26.03,5.26,0.0,0.0,59168.06,50006.07,6.75,7.05,0.0,0.0,0.0,0.9,5.0,18.0,0,0
2024-06-28,910.0,828100.0,753571000.0,685749610000.0,624032145100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72860272,3.88060272,3.88060272,576.638102765,61.207102725,2.74060272,59.085102725,119.288102675,2424.044102095,2787.16360197,1684.389102515,94.24788844142863,285.59353130750003,585.0698360108333,213.97491171871235,2.72860272,576.638102765,51,22.4,22.0,11.6,20.7,28.4,254,28.87,4.91,0.0,0.0,59126.5,50590.31,7.05,7.05,0.0,0.0,0.0,0.2,2.0,13.8,0,0
2024-06-29,911.0,829921.0,756058031.0,688768866241.0,627468437145551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72860272,2.72860272,3.88060272,4.18060272,3.98860272,61.207102725,3.92860272,59.085102725,119.288102675,2424.044102095,2787.16360197,85.2522455835715,285.50781702178574,582.792819344,216.6817233223677,2.72860272,576.638102765,61,25.8,26.3,12.6,20.2,37.8,21,23.73,4.81,0.0,0.0,59079.43,41557.01,6.15,7.05,0.0,0.0,0.0,3.3,5.0,13.2,1,0
2024-06-30,912.0,831744.0,758550528.0,691798081536.0,630919850360832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19260272,2.72860272,2.72860272,3.88060272,65.698102725,3.98860272,1850.299602775,3.92860272,59.085102725,119.288102675,2424.044102095,3.474317005714351,153.64303130357143,579.7423693438335,0.7086580675485459,2.72860272,4.19260272,63,21.1,21.4,14.3,13.3,30.6,301,12.99,2.46,0.0,0.0,59026.93,16864.25,6.6,7.0,0.0,0.0,0.0,14.1,16.0,14.4,1,0
2024-07-01,913.0,833569.0,761048497.0,694837277761.0,634386434595793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,2.72860272,2.72860272,3.88060272,576.638102765,65.698102725,1178.603102815,1850.299602775,3.92860272,59.085102725,119.288102675,2.8809163235714936,69.45900952714285,577.1299591845001,1.410369639310064,0.026797945,4.19260272,53,18.1,17.1,11.2,14.8,26.3,301,19.05,3.16,0.0,0.0,58969.1,38318.95,5.3,6.75,0.0,0.0,0.0,2.3,10.0,12.5,0,0
2024-07-02,914.0,835396.0,763551944.0,697886476816.0,637868239809824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19260272,2.72860272,2.72860272,4.18060272,576.638102765,237.80660274,1178.603102815,1850.299602775,3.92860272,59.085102725,2.326544506428636,52.47282361714286,517.1505724228333,1.6873976170203984,0.0,4.19260272,61,15.7,15.7,11.2,13.0,28.4,271,4.73,1.04,0.0,0.0,58906.08,6270.43,3.4,6.65,0.0,0.0,0.0,7.1,16.0,12.6,0,0
2024-07-03,915.0,837225.0,766060875.0,700945700625.0,641365316071875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,4.19260272,2.72860272,3.88060272,4.18060272,2.74060272,237.80660274,1178.603102815,1850.299602775,3.92860272,1.7721726892857794,52.27706628,491.12860233033336,1.7286931448927927,0.0,4.19260272,61,15.6,14.9,10.1,14.0,29.2,218,7.79,1.38,0.0,0.0,58837.95,12633.17,4.8,6.75,0.0,0.0,0.0,4.6,6.0,10.5,0,0
2024-07-04,916.0,839056.0,768575296.0,704014971136.0,644877713560576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,2.72860272,3.88060272,3.88060272,61.207102725,2.74060272,237.80660274,1178.603102815,1850.299602775,1.382372300714351,47.90513037107143,425.8856322441667,1.7838398270593336,0.0,4.19260272,51,17.8,16.8,10.6,16.9,38.2,248,13.46,2.33,0.0,0.0,58764.82,23236.07,6.45,7.0,0.0,0.0,0.0,2.6,13.0,12.2,0,0
2024-07-05,917.0,840889.0,771095213.0,707094310321.0,648405482564357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19260272,2.72860272,3.88060272,3.98860272,61.207102725,2.74060272,237.80660274,1178.603102815,0.9925719121429222,47.62023017678571,413.4734621526667,1.7381749819381802,0.0,4.19260272,51,19.1,20.5,8.7,14.4,33.1,210,3.4,1.14,0.0,0.0,58686.84,2492.7,5.75,7.0,0.0,0.0,0.0,0.9,6.0,11.1,0,0
2024-07-06,918.0,842724.0,773620632.0,710183740176.0,651948673481568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,2.72860272,2.72860272,65.698102725,3.98860272,61.207102725,2.74060272,237.80660274,0.6027715235714936,42.92750855357143,409.7419587301667,1.582998170212933,0.0,4.19260272,53,20.3,19.5,9.1,23.4,47.5,226,15.7,3.21,0.0,0.0,58604.07,36201.34,5.8,6.7,0.0,0.0,0.0,1.3,3.0,12.6,1,0
2024-07-07,919.0,844561.0,776151559.0,713283282721.0,655507336820599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72860272,2.72860272,576.638102765,65.698102725,3.98860272,61.207102725,2.74060272,0.003828277857207821,1.7390726417857143,406.4494886393333,0.010113118199962209,0.0,0.026797945,3,19.4,17.4,5.9,15.8,34.2,207,19.97,3.65,0.0,0.0,58516.67,37897.91,5.9,6.85,0.0,0.0,0.0,0.0,0.0,8.4,1,0
2024-07-08,920.0,846400.0,778688000.0,716392960000.0,659081523200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19260272,2.72860272,4.18060272,576.638102765,65.698102725,3.98860272,61.207102725,0.0,1.4404581617857144,403.1574185485,0.0,0.0,0.0,51,21.2,20.8,8.9,10.1,23.4,164,17.27,3.41,0.0,0.0,58424.74,25884.62,6.45,6.95,0.0,0.0,0.0,0.1,1.0,10.8,0,0
2024-07-09,921.0,848241.0,781229961.0,719512794081.0,662671283348601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,4.19260272,3.88060272,4.18060272,576.638102765,65.698102725,3.98860272,0.0,1.1632722532142856,369.30758178900004,0.0,0.0,0.0,51,30.5,32.6,14.1,18.7,38.9,161,24.36,5.5,0.0,0.0,58328.39,42240.31,6.35,7.0,0.0,0.0,0.0,0.5,2.0,16.0,0,0
2024-07-10,922.0,850084.0,783777448.0,722642807056.0,666276668105632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,3.88060272,3.88060272,4.18060272,576.638102765,65.698102725,0.0,0.8860863446428572,313.16127837183336,0.0,0.0,0.0,61,24.2,25.7,18.3,15.1,33.5,224,16.15,3.13,0.0,0.0,58227.75,32267.27,6.25,6.8,0.0,0.0,0.0,2.7,6.0,17.4,0,0
2024-07-11,923.0,851929.0,786330467.0,725783021041.0,669897728420843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72860272,3.88060272,3.88060272,4.18060272,576.638102765,0.0,0.6911861503571429,220.25582497283332,0.0,0.0,0.0,51,23.1,23.8,16.0,11.2,24.8,296,22.63,4.37,0.0,0.0,58122.79,45834.07,6.6,6.75,0.0,0.0,0.0,0.5,2.0,16.1,0,0
2024-07-12,924.0,853776.0,788889024.0,728933458176.0,673534515354624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72860272,2.72860272,3.88060272,3.88060272,4.18060272,0.0,0.4962859560714286,139.454354903,0.0,0.0,0.0,65,17.8,16.8,11.3,22.3,41.0,342,1.49,0.69,0.0,0.0,58012.52,0.0,1.7,6.4,0.0,0.0,0.0,33.4,14.0,12.2,0,0
2024-07-13,925.0,855625.0,791453125.0,732094140625.0,677187080078125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72860272,2.72860272,2.72860272,3.88060272,3.88060272,0.0,0.3013857617857143,135.47808481383333,0.0,0.0,0.0,51,18.2,17.1,8.0,12.6,29.9,242,19.89,3.05,0.0,0.0,57897.0,45669.83,5.65,6.65,0.0,0.0,0.0,0.9,7.0,10.0,1,0
2024-07-14,926.0,857476.0,794022776.0,735265090576.0,680855473873376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19260272,2.72860272,2.72860272,2.72860272,3.88060272,0.0,0.0019141389285714286,133.50858138966666,0.0,0.0,0.0,51,21.7,22.2,9.1,14.8,30.2,213,21.65,3.82,0.0,0.0,57776.4,34177.3,6.8,6.8,0.0,0.0,0.0,0.6,6.0,10.4,1,0
2024-07-15,927.0,859329.0,796597983.0,738446330241.0,684539748133407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,4.19260272,2.72860272,2.72860272,2.72860272,0.0,0.0,133.37762796566668,0.0,0.0,0.0,3,26.3,26.7,10.9,18.4,32.4,177,21.74,4.21,0.0,0.0,57650.99,37442.6,6.45,6.9,0.0,0.0,0.0,0.0,0.0,12.1,0,0
2024-07-16,928.0,861184.0,799178752.0,741637881856.0,688239954362368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95260272,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,4.19260272,2.72860272,2.72860272,0.5646575314286364,0.2823287657142857,71.83272796383335,1.4939432987193053,0.0,3.95260272,63,19.8,19.0,14.3,16.2,38.5,213,14.02,2.46,0.0,0.0,57520.97,24612.32,5.5,6.6,0.0,0.0,0.0,8.0,10.0,15.3,0,0
2024-07-17,929.0,863041.0,801765089.0,744839767681.0,691956144175649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91660272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,4.19260272,2.72860272,1.1241722057143506,0.5620861028571429,32.676511294,1.91991758516785,0.0,3.95260272,51,23.6,25.0,14.0,11.2,25.2,246,21.35,3.97,0.0,0.0,57386.56,32894.67,6.5,6.7,0.0,0.0,0.0,1.5,9.0,14.7,0,0
2024-07-18,930.0,864900.0,804357000.0,748052010000.0,695688369300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98860272,3.95260272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,4.19260272,1.693972594285779,0.8469862971428571,24.88257796,2.1128571826821556,0.0,3.98860272,3,27.3,29.0,15.0,10.4,23.0,122,24.4,4.83,0.0,0.0,57248.0,44955.27,6.6,6.8,0.0,0.0,0.0,0.0,0.0,14.6,0,0
2024-07-19,931.0,866761.0,806954491.0,751274631121.0,699436681573651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94060272,3.91660272,3.95260272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797945,2.256915840000065,1.12845792,24.92257796,2.111257955693254,0.0,3.98860272,3,28.5,29.2,17.8,12.6,20.9,160,17.18,4.17,0.0,0.0,57105.47,29956.38,5.5,6.75,0.0,0.0,0.0,0.0,0.0,18.1,0,0
2024-07-20,932.0,868624.0,809557568.0,754507653376.0,703201132946432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74060272,3.98860272,3.91660272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.648430514285779,1.3242152571428571,22.9736946265,1.862424881738189,0.0,3.98860272,51,31.5,34.0,17.8,25.9,46.1,195,22.14,5.07,0.0,0.0,56959.22,37526.83,6.85,6.85,0.0,0.0,0.0,0.2,1.0,18.5,1,0
2024-07-21,933.0,870489.0,812166237.0,757751099121.0,706981775479893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19260272,3.94060272,3.98860272,3.95260272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.247373760000065,1.62368688,22.9804946265,1.5094652017405936,0.0,4.19260272,51,23.7,26.0,19.4,14.4,27.0,257,17.08,3.29,0.0,0.0,56809.44,29718.22,6.6,6.7,0.0,0.0,0.0,1.1,9.0,18.6,1,0
2024-07-22,934.0,872356.0,814780504.0,761004990736.0,710778661347424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20460272,2.74060272,3.94060272,3.91660272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.848031291428636,1.9240156457142856,20.930711292999998,0.5026986880799935,2.74060272,4.20460272,51,23.0,23.2,16.9,11.5,27.0,240,21.59,3.98,0.0,0.0,56656.32,35528.14,6.7,6.75,0.0,0.0,0.0,0.8,4.0,16.6,0,0
2024-07-23,935.0,874225.0,817400375.0,764269350625.0,714591842834375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.70460272,4.19260272,2.74060272,3.98860272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6697455771429217,2.1172015542857143,1.7995946248333332,0.6570424857917763,2.70460272,4.20460272,51,21.1,20.2,14.9,27.7,47.2,242,11.07,2.51,0.0,0.0,56500.09,15319.63,5.8,6.45,0.0,0.0,0.0,1.5,8.0,15.4,0,0
2024-07-24,936.0,876096.0,820025856.0,767544201216.0,718421372338176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71660272,4.20460272,4.19260272,3.94060272,3.95260272,0.0,0.0,0.0,0.0,0.0,0.0,3.498317005714351,2.3112446057142857,1.7507946248333333,0.7339456769422933,2.70460272,4.20460272,51,22.4,21.7,14.1,11.2,24.5,320,16.05,3.04,0.0,0.0,56340.93,28594.27,5.8,6.6,0.0,0.0,0.0,0.8,6.0,14.4,0,0
2024-07-25,937.0,877969.0,822656953.0,770829564961.0,722267302368457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95260272,2.70460272,4.20460272,2.74060272,3.91660272,3.95260272,0.0,0.0,0.0,0.0,0.0,3.4931741485714936,2.5935733714285716,1.7531946248333334,0.7300534028328736,2.70460272,4.20460272,3,24.1,23.1,11.4,13.3,23.0,192,9.26,2.34,0.0,0.0,56179.04,10696.93,5.85,6.7,0.0,0.0,0.0,0.0,0.0,13.2,0,0
